Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-100.0,0.0,0.0,0.0
-99.8999799959992,1.9991073814748205e-10,2.1990181196223026e-10,1.7991966433273384e-10
-99.7999599919984,5.634727778719709e-06,6.198200556591681e-06,5.071255000847738e-06
-99.6999399879976,0.00018394205585404286,0.00020233626143944717,0.00016554785026863858
-99.5999199839968,0.0010839965661845416,0.0011923962228029958,0.0009755969095660874
-99.499899979996,0.0031956107918009393,0.0035151718709810335,0.0028760497126208455
-99.3998799759952,0.006638146686934662,0.0073019613556281285,0.005974332018241196
-99.2998599719944,0.01126624389790751,0.01239286828769826,0.010139619508116758
-99.1998399679936,0.01683181466730685,0.018514996134037537,0.015148633200576165
-99.0998199639928,0.023079298740069174,0.025387228614076093,0.02077136886606226
-98.999799959992,0.02978537415365845,0.0327639115690243,0.026806836738292605
-98.89977995599119,0.03676946495001782,0.040446411445019606,0.03309251845501604
-98.7997599519904,0.04389175461450055,0.048280930075950614,0.0395025791530505
-98.6997399479896,0.051046966622276,0.056151663284503606,0.0459422699600484
-98.5997199439888,0.05815749929827063,0.0639732492280977,0.05234174936844357
-98.49969993998799,0.06516726886699337,0.0716839957536927,0.058650541980294034
-98.3996799359872,0.07203663427098893,0.07924029769808782,0.06483297084389003
-98.2996599319864,0.07873838430342589,0.08661222273376849,0.0708645458730833
-98.1996399279856,0.08525463464131366,0.09378009810544503,0.0767291711771823
-98.0996199239848,0.09157445778242215,0.10073190356066437,0.08241701200417995
-97.99959991998399,0.0976920849837767,0.10746129348215437,0.08792287648539902
-97.8995799159832,0.10360554709631901,0.11396610180595093,0.09324499238668711
-97.7995599119824,0.10931564910951667,0.12024721402046835,0.09838408419856501
-97.6995399079816,0.11482519727643363,0.126307717004077,0.10334267754879027
-97.59951990398079,0.1201384170630046,0.13215225876930506,0.10812457535670414
-97.49949989998,0.1252605152341222,0.13778656675753445,0.11273446371071
-97.3994798959792,0.13019735089049275,0.14321708597954205,0.11717761580144348
-97.2994598919784,0.1349551889589192,0.14845070785481113,0.12145967006302728
-97.19943988797759,0.13954051616853397,0.15349456778538736,0.12558646455168057
-97.0994198839768,0.1439599044427978,0.1583558948870776,0.12956391399851802
-96.999399879976,0.14821991030967152,0.16304190134063867,0.13339791927870437
-96.8993798759752,0.15232700168980814,0.16755970185878896,0.13709430152082733
-96.79935987197439,0.15628750549708967,0.17191625604679864,0.1406587549473807
-96.69933986797359,0.16010757105041226,0.1761183281554535,0.14409681394537105
-96.5993198639728,0.16379314547893004,0.18017246002682305,0.14741383093103705
-96.499299859972,0.16734995820053622,0.18408495402058986,0.1506149623804826
-96.3992798559712,0.17078351223619792,0.18786186345981773,0.15370516101257814
-96.29925985197039,0.1740990806437512,0.19150898870812635,0.1566891725793761
-96.1992398479696,0.17730170675336177,0.19503187742869796,0.1595715360780256
-96.0992198439688,0.18039620719262436,0.19843582791188683,0.16235658647336193
-95.999199839968,0.1833871769243808,0.2017258946168189,0.16504845923194272
-95.89917983596719,0.18627899570150694,0.20490689527165765,0.16765109613135626
-95.79915983196639,0.18907583548278276,0.20798341903106105,0.1701682519345045
-95.6991398279656,0.19178166846209893,0.21095983530830884,0.17260350161588905
