Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-84.99699939987997,0.8012684797694194,0.8813953277463614,0.7211416317924775
-84.89697939587917,0.8046427728087742,0.8851070500896516,0.7241784955278968
-84.79695939187837,0.8079359302191436,0.888729523241058,0.7271423371972292
-84.69693938787758,0.8111495490884307,0.8922645039972739,0.7300345941795877
-84.59691938387678,0.814285213306061,0.8957137346366671,0.7328566919754549
-84.49689937987597,0.817344492556252,0.8990789418118772,0.7356100433006267
-84.39687937587517,0.8203289413945105,0.9023618355339617,0.7382960472550595
-84.29685937187438,0.8232400984031634,0.9055641082434798,0.7409160885628471
-84.19683936787358,0.8260794854218988,0.9086874339640888,0.7434715368797089
-84.09681936387277,0.8288486068494242,0.9117334675343667,0.7459637461644818
-83.99679935987197,0.8315489490125162,0.9147038439137679,0.7483940541112646
-83.89677935587117,0.8341819795988564,0.9176001775587421,0.7507637816389708
-83.79675935187038,0.8367491471502138,0.9204240618652352,0.7530742324351924
-83.69673934786957,0.839251880612655,0.9231770686739206,0.7553266925513895
-83.59671934386877,0.8416915889406061,0.9258607478346669,0.7575224300465455
-83.49669933986797,0.8440696607517192,0.9284766268268911,0.7596626946765472
-83.39667933586718,0.8463874640296275,0.9310262104325904,0.7617487176266647
-83.29665933186638,0.8486463458717951,0.9335109804589747,0.7637817112846156
-83.19663932786557,0.8508476322797904,0.9359323955077695,0.7657628690518115
-83.09661932386477,0.8529926279894275,0.9382918907883704,0.7676933651904848
-82.99659931986398,0.8550826163383392,0.9405908779721731,0.7695743547045053
-82.89657931586316,0.8571188591686456,0.9428307450855102,0.7714069732517811
-82.79655931186237,0.8591025967625022,0.9450128564387525,0.773192337086252
-82.69653930786157,0.8610350478084039,0.9471385525892444,0.7749315430275635
-82.59651930386077,0.8629174093962225,0.9492091503358449,0.7766256684566003
-82.49649929985998,0.8647508570390602,0.9512259427429662,0.7782757713351541
-82.39647929585917,0.8665365447200797,0.9531901991920877,0.7798828902480718
