Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-82.49649929985998,395.18184327053825,434.7000275975921,355.66365894348445
-82.39647929585917,395.9978833398213,435.5976716738035,356.3980950058392
-82.29645929185837,396.792615171069,436.4718766881759,357.11335365396206
-82.19643928785757,397.56654655020213,437.3232012052224,357.8098918951819
-82.09641928385678,398.32017554912215,438.1521931040344,358.4881579942099
-81.99639927985598,399.05399058519635,438.959389643716,359.14859152667674
-81.89637927585517,399.7684704885563,439.745317537412,359.7916234397007
-81.79635927185437,400.46408457659305,440.5104930342524,360.41767611893374
-81.69633926785357,401.1412927350651,441.25542200857166,361.02716346155864
-81.59631926385276,401.8005455052704,441.9806000557975,361.6204909547434
-81.49629925985197,402.4422841767563,442.686512594432,362.19805575908066
-81.39627925585117,403.0669408850756,443.3736349735832,362.7602467965681
-81.29625925185037,403.67493871412,444.042432585532,363.30744484270804
-81.19623924784958,404.26669180258983,444.69336098284884,363.8400226223309
-81.09621924384876,404.8426054541837,445.3268659996021,364.35834490876533
-80.99619923984797,405.4030762511138,445.94338387622525,364.86276862600243
-80.89617923584717,405.9484921705772,446.54334138763494,365.3536429535195
-80.79615923184636,406.4792327038333,447.1271559742167,365.83130943345
-80.69613922784558,406.99566897755886,447.6952358753148,366.296102079803
-80.59611922384477,407.49816387717186,448.24798026488907,366.74834748945466
-80.49609921984397,407.98707217183335,448.78577938901674,367.18836495465
-80.39607921584317,408.4627406408549,449.30901470494047,367.6164665767694
-80.29605921184236,408.925508201256,449.8180590213816,368.0329573811304
-80.19603920784157,409.37570603623107,450.3132766398542,368.43813543260796
-80.09601920384077,409.8136577243038,450.79502349673425,368.83229195187346
-79.99599919983997,410.2396793689562,451.26364730585186,369.21571143206063
-79.89597919583917,410.65407972853893,451.71948770139284,369.588671755685
-79.79595919183836,411.05716034627966,452.1628763809077,369.9514443116517
-79.69593918783757,411.4492156802185,452.59413724824043,370.30429411219666
-79.59591918383677,411.83053323291347,453.01358655620487,370.6474799096221
-79.49589917983596,412.2013936807679,453.42153304884476,370.98125431269114
-79.39587917583516,412.5620710028441,453.81827810312853,371.3058639025597
-79.29585917183437,412.912832609037,454.2041158699408,371.6215493481333
-79.19583916783357,413.2539394674909,454.57933341424,371.9285455207418
-79.09581916383277,413.5856462311519,454.9442108542671,372.2270816080367
-78.99579915983196,413.90820136335685,455.29902149969257,372.5173812270212
-78.89577915583116,414.22184726236895,455.6440319886059,372.7996625361321
-78.79575915183037,414.52682038477485,455.97950242325237,373.0741383462974
-78.69573914782957,414.82335136766966,456.30568650443666,373.3410162309027
-78.59571914382877,415.111665149559,456.62283166451493,373.60049863460307
-78.49569913982796,415.3919810899164,456.93117919890807,373.85278298092476
-78.39567913582717,415.6645130873394,457.2309643960734,374.0980617786055
-78.29565913182637,415.9294696962536,457.522416665879,374.33652272662823
